Application,Time,Throughput
1,11115,0.000000
2,11115,0.000000
0,11120,0.000000
1,11120,0.000000
2,11120,0.000000
0,11125,0.000000
1,11125,0.000000
2,11125,0.000000
0,11130,0.000000
1,11130,0.000000
2,11130,0.000000
0,11135,0.000000
1,11135,0.000000
2,11135,0.000000
0,11140,0.000000
1,11140,0.000000
2,11140,0.000000
0,11145,0.000000
1,11145,0.000000
2,11145,0.000000
0,11150,0.000000
1,11150,0.000000
2,11150,0.000000
0,11155,0.000000
1,11155,0.000000
2,11155,0.000000
0,11160,0.000000
1,11160,0.000000
2,11160,0.000000
0,11165,0.000000
1,11165,0.000000
2,11165,0.000000
0,11170,0.000000
1,11170,0.000000
2,11170,0.000000
0,11175,0.000000
1,11175,0.000000
2,11175,0.000000
0,11180,0.000000
1,11180,0.000000
2,11180,0.000000
0,11185,0.000000
1,11185,0.000000
2,11185,0.000000
0,11190,0.000000
1,11190,0.000000
2,11190,0.000000
0,11195,0.000000
1,11195,0.000000
2,11195,0.000000
0,11200,0.000000
1,11200,0.000000
2,11200,0.000000
0,11205,0.000000
1,11205,0.000000
2,11205,0.000000
0,11210,0.000000
1,11210,0.000000
2,11210,0.000000
0,11215,0.000000
1,11215,0.000000
2,11215,0.000000
0,11220,0.000000
1,11220,0.000000
2,11220,0.000000
0,11225,0.000000
1,11225,0.000000
2,11225,0.000000
0,11230,0.000000
1,11230,0.000000
2,11230,0.000000
0,11235,0.000000
1,11235,0.000000
2,11235,0.000000
0,11240,0.000000
1,11240,0.000000
2,11240,0.000000
0,11245,0.000000
1,11245,0.000000
2,11245,0.000000
0,11250,0.000000
1,11250,0.000000
2,11250,0.000000
0,11255,0.000000
1,11255,0.000000
2,11255,0.000000
0,11260,0.000000
1,11260,0.000000
2,11260,0.000000
0,11265,0.000000
1,11265,0.000000
2,11265,0.000000
0,11270,0.000000
1,11270,0.000000
2,11270,0.000000
0,11275,0.000000
1,11275,0.000000
2,11275,0.000000
0,11280,0.000000
1,11280,0.000000
2,11280,0.000000
0,11285,0.000000
1,11285,0.000000
2,11285,0.000000
0,11290,0.000000
1,11290,0.000000
2,11290,0.000000
0,11295,0.000000
1,11295,0.000000
2,11295,0.000000
0,11300,0.000000
1,11300,0.000000
2,11300,0.000000
0,11305,0.000000
1,11305,0.000000
2,11305,0.000000
0,11310,0.000000
1,11310,0.000000
2,11310,0.000000
0,11315,0.000000
1,11315,0.000000
2,11315,0.000000
0,11320,0.000000
1,11320,0.000000
2,11320,0.000000
0,11325,0.000000
1,11325,0.000000
2,11325,0.000000
0,11330,0.000000
1,11330,0.000000
2,11330,0.000000
0,11335,0.000000
1,11335,0.000000
2,11335,0.000000
0,11340,0.000000
1,11340,0.000000
2,11340,0.000000
0,11345,0.000000
1,11345,0.000000
2,11345,0.000000
0,11350,0.000000
1,11350,0.000000
2,11350,0.000000
0,11355,0.000000
1,11355,0.000000
2,11355,0.000000
0,11360,0.000000
1,11360,0.000000
2,11360,0.000000
0,11365,0.000000
1,11365,0.000000
2,11365,0.000000
0,11370,0.000000
1,11370,0.000000
2,11370,0.000000
0,11375,0.000000
1,11375,0.000000
2,11375,0.000000
0,11380,0.000000
1,11380,0.000000
2,11380,0.000000
0,11385,0.000000
1,11385,0.000000
2,11385,0.000000
0,11390,0.000000
1,11390,0.000000
2,11390,0.000000
0,11395,0.000000
1,11395,0.000000
2,11395,0.000000
0,11400,0.000000
1,11400,0.000000
2,11400,0.000000
0,11405,0.000000
1,11405,0.000000
2,11405,0.000000
0,11410,0.000000
1,11410,0.000000
2,11410,0.000000
0,11415,0.000000
1,11415,0.000000
2,11415,0.000000
0,11420,0.000000
1,11420,0.000000
2,11420,0.000000
0,11425,0.000000
1,11425,0.000000
2,11425,0.000000
0,11430,0.000000
1,11430,0.000000
2,11430,0.000000
0,11435,0.000000
1,11435,0.000000
2,11435,0.000000
0,11440,0.000000
1,11440,0.000000
2,11440,0.000000
0,11445,0.000000
1,11445,0.000000
2,11445,0.000000
0,11450,0.000000
1,11450,0.000000
2,11450,0.000000
0,11455,0.000000
1,11455,0.000000
2,11455,0.000000
0,11460,0.000000
1,11460,0.000000
2,11460,0.000000
0,11465,0.000000
1,11465,0.000000
2,11465,0.000000
0,11470,0.000000
1,11470,0.000000
2,11470,0.000000
0,11475,0.000000
1,11475,0.000000
2,11475,0.000000
0,11480,0.000000
1,11480,0.000000
2,11480,0.000000
0,11485,0.000000
1,11485,0.000000
2,11485,0.000000
0,11490,0.000000
1,11490,0.000000
2,11490,0.000000
0,11495,0.000000
1,11495,0.000000
2,11495,0.000000
0,11500,0.000000
1,11500,0.000000
2,11500,0.000000
0,11505,0.000000
1,11505,0.000000
2,11505,0.000000
0,11510,0.000000
1,11510,0.000000
2,11510,0.000000
0,11515,0.000000
1,11515,0.000000
2,11515,0.000000
0,11520,0.000000
1,11520,0.000000
2,11520,0.000000
0,11525,0.000000
1,11525,0.000000
2,11525,0.000000
0,11530,0.000000
1,11530,0.000000
2,11530,0.000000
0,11535,0.000000
1,11535,0.000000
2,11535,0.000000
0,11540,0.000000
1,11540,0.000000
2,11540,0.000000
0,11545,0.000000
1,11545,0.000000
2,11545,0.000000
0,11550,0.000000
1,11550,0.000000
2,11550,0.000000
0,11555,0.000000
1,11555,0.000000
2,11555,0.000000
0,11560,0.000000
1,11560,0.000000
2,11560,0.000000
0,11565,0.000000
1,11565,0.000000
2,11565,0.000000
0,11570,0.000000
1,11570,0.000000
2,11570,0.000000
0,11575,0.000000
1,11575,0.000000
2,11575,0.000000
0,11580,0.000000
1,11580,0.000000
2,11580,0.000000
0,11585,0.000000
1,11585,0.000000
2,11585,0.000000
0,11590,0.000000
1,11590,0.000000
2,11590,0.000000
0,11595,0.000000
1,11595,0.000000
2,11595,0.000000
0,11600,0.000000
1,11600,0.000000
2,11600,0.000000
0,11605,0.000000
1,11605,0.000000
2,11605,0.000000
0,11610,0.000000
1,11610,0.000000
2,11610,0.000000
0,11615,0.000000
1,11615,0.000000
2,11615,0.000000
0,11620,0.000000
1,11620,0.000000
2,11620,0.000000
0,11625,0.000000
1,11625,0.000000
2,11625,0.000000
0,11630,0.000000
1,11630,0.000000
2,11630,0.000000
0,11635,0.000000
1,11635,0.000000
2,11635,0.000000
0,11640,0.000000
1,11640,0.000000
2,11640,0.000000
0,11645,0.000000
1,11645,0.000000
2,11645,0.000000
0,11650,0.000000
1,11650,0.000000
2,11650,0.000000
0,11655,0.000000
1,11655,0.000000
2,11655,0.000000
0,11660,0.000000
1,11660,0.000000
2,11660,0.000000
0,11665,0.000000
1,11665,0.000000
2,11665,0.000000
0,11670,0.000000
1,11670,0.000000
2,11670,0.000000
0,11675,0.000000
1,11675,0.000000
2,11675,0.000000
0,11680,0.000000
1,11680,0.000000
2,11680,0.000000
0,11685,0.000000
1,11685,0.000000
2,11685,0.000000
0,11690,0.000000
1,11690,0.000000
2,11690,0.000000
0,11695,0.000000
1,11695,0.000000
2,11695,0.000000
0,11700,0.000000
1,11700,0.000000
2,11700,0.000000
0,11705,0.000000
1,11705,0.000000
2,11705,0.000000
0,11710,0.000000
1,11710,0.000000
2,11710,0.000000
0,11715,0.000000
1,11715,0.000000
2,11715,0.000000
0,11720,0.000000
1,11720,0.000000
2,11720,0.000000
0,11725,0.000000
1,11725,0.000000
2,11725,0.000000
0,11730,0.000000
1,11730,0.000000
2,11730,0.000000
0,11735,0.000000
1,11735,0.000000
2,11735,0.000000
0,11740,0.000000
1,11740,0.000000
2,11740,0.000000
0,11745,0.000000
1,11745,0.000000
2,11745,0.000000
0,11750,0.000000
1,11750,0.000000
2,11750,0.000000
0,11755,0.000000
1,11755,0.000000
2,11755,0.000000
0,11760,0.000000
1,11760,0.000000
2,11760,0.000000
0,11765,0.000000
1,11765,0.000000
2,11765,0.000000
0,11770,0.000000
1,11770,0.000000
2,11770,0.000000
0,11775,0.000000
1,11775,0.000000
2,11775,0.000000
0,11780,0.000000
1,11780,0.000000
2,11780,0.000000
0,11785,0.000000
1,11785,0.000000
2,11785,0.000000
0,11790,0.000000
1,11790,0.000000
2,11790,0.000000
0,11795,0.000000
1,11795,0.000000
2,11795,0.000000
0,11800,0.000000
1,11800,0.000000
2,11800,0.000000
0,11805,0.000000
1,11805,0.000000
2,11805,0.000000
0,11810,0.000000
1,11810,0.000000
2,11810,0.000000
0,11815,0.000000
1,11815,0.000000
2,11815,0.000000
0,11820,0.000000
1,11820,0.000000
2,11820,0.000000
0,11825,0.000000
1,11825,0.000000
2,11825,0.000000
0,11830,0.000000
1,11830,0.000000
2,11830,0.000000
0,11835,0.000000
1,11835,0.000000
2,11835,0.000000
0,11840,0.000000
1,11840,0.000000
2,11840,0.000000
0,11845,0.000000
1,11845,0.000000
2,11845,0.000000
0,11850,0.000000
1,11850,0.000000
2,11850,0.000000
0,11855,0.000000
1,11855,0.000000
2,11855,0.000000
0,11860,0.000000
1,11860,0.000000
2,11860,0.000000
0,11865,0.000000
1,11865,0.000000
2,11865,0.000000
0,11870,0.000000
1,11870,0.000000
2,11870,0.000000
0,11875,0.000000
1,11875,0.000000
2,11875,0.000000
0,11880,0.000000
1,11880,0.000000
2,11880,0.000000
0,11885,0.000000
1,11885,0.000000
2,11885,0.000000
0,11890,0.000000
1,11890,0.000000
2,11890,0.000000
0,11895,0.000000
1,11895,0.000000
2,11895,0.000000
0,11900,0.000000
1,11900,0.000000
2,11900,0.000000
0,11905,0.000000
1,11905,0.000000
2,11905,0.000000
0,11910,0.000000
1,11910,0.000000
2,11910,0.000000
0,11915,0.000000
1,11915,0.000000
2,11915,0.000000
0,11920,0.000000
1,11920,0.000000
2,11920,0.000000
0,11925,0.000000
1,11925,0.000000
2,11925,0.000000
0,11930,0.000000
1,11930,0.000000
2,11930,0.000000
0,11935,0.000000
1,11935,0.000000
2,11935,0.000000
0,11940,0.000000
1,11940,0.000000
2,11940,0.000000
0,11945,0.000000
1,11945,0.000000
2,11945,0.000000
0,11950,0.000000
1,11950,0.000000
2,11950,0.000000
0,11955,0.000000
1,11955,0.000000
2,11955,0.000000
0,11960,0.000000
1,11960,0.000000
2,11960,0.000000
0,11965,0.000000
1,11965,0.000000
2,11965,0.000000
0,11970,0.000000
1,11970,0.000000
2,11970,0.000000
0,11975,0.000000
1,11975,0.000000
2,11975,0.000000
0,11980,0.000000
1,11980,0.000000
2,11980,0.000000
0,11985,0.000000
1,11985,0.000000
2,11985,0.000000
0,11990,0.000000
1,11990,0.000000
2,11990,0.000000
0,11995,0.000000
1,11995,0.000000
2,11995,0.000000
0,12000,0.000000
1,12000,0.000000
2,12000,0.000000
0,12005,0.000000
1,12005,0.000000
2,12005,0.000000
0,12010,0.000000
1,12010,0.000000
2,12010,0.000000
0,12015,0.000000
1,12015,0.000000
2,12015,0.000000
0,12020,0.000000
1,12020,0.000000
2,12020,0.000000
0,12025,0.000000
1,12025,0.000000
2,12025,0.000000
0,12030,0.000000
1,12030,0.000000
2,12030,0.000000
0,12035,0.000000
1,12035,0.000000
2,12035,0.000000
0,12040,0.000000
1,12040,0.000000
2,12040,0.000000
0,12045,0.000000
1,12045,0.000000
2,12045,0.000000
0,12050,0.000000
1,12050,0.000000
2,12050,0.000000
0,12055,0.000000
1,12055,0.000000
2,12055,0.000000
0,12060,0.000000
1,12060,0.000000
2,12060,0.000000
0,12065,0.000000
1,12065,0.000000
2,12065,0.000000
0,12070,0.000000
1,12070,0.000000
2,12070,0.000000
0,12075,0.000000
1,12075,0.000000
2,12075,0.000000
0,12080,0.000000
1,12080,0.000000
2,12080,0.000000
0,12085,0.000000
1,12085,0.000000
2,12085,0.000000
0,12090,0.000000
1,12090,0.000000
2,12090,0.000000
0,12095,0.000000
1,12095,0.000000
2,12095,0.000000
0,12100,0.000000
1,12100,0.000000
2,12100,0.000000
0,12105,0.000000
1,12105,0.000000
2,12105,0.000000
0,12110,0.000000
1,12110,0.000000
2,12110,0.000000
0,12115,0.000000
1,12115,0.000000
2,12115,0.000000
0,12120,0.000000
1,12120,0.000000
2,12120,0.000000
0,12125,0.000000
1,12125,0.000000
2,12125,0.000000
0,12130,0.000000
1,12130,0.000000
2,12130,0.000000
0,12135,0.000000
1,12135,0.000000
2,12135,0.000000
0,12140,0.000000
1,12140,0.000000
2,12140,0.000000
0,12145,0.000000
1,12145,0.000000
2,12145,0.000000
0,12150,0.000000
1,12150,0.000000
2,12150,0.000000
0,12155,0.000000
1,12155,0.000000
2,12155,0.000000
0,12160,0.000000
1,12160,0.000000
2,12160,0.000000
0,12165,0.000000
1,12165,0.000000
2,12165,0.000000
0,12170,0.000000
1,12170,0.000000
2,12170,0.000000
0,12175,0.000000
1,12175,0.000000
2,12175,0.000000
0,12180,0.000000
1,12180,0.000000
2,12180,0.000000
0,12185,0.000000
1,12185,0.000000
2,12185,0.000000
0,12190,0.000000
1,12190,0.000000
2,12190,0.000000
0,12195,0.000000
1,12195,0.000000
2,12195,0.000000
0,12200,0.000000
1,12200,0.000000
2,12200,0.000000
0,12205,0.000000
1,12205,0.000000
2,12205,0.000000
0,12210,0.000000
1,12210,0.000000
2,12210,0.000000
0,12215,0.000000
1,12215,0.000000
2,12215,0.000000
0,12220,0.000000
1,12220,0.000000
2,12220,0.000000
0,12225,0.000000
1,12225,0.000000
2,12225,0.000000
0,12230,0.000000
1,12230,0.000000
2,12230,0.000000
0,12235,0.000000
1,12235,0.000000
2,12235,0.000000
0,12240,0.000000
1,12240,0.000000
2,12240,0.000000
0,12245,0.000000
1,12245,0.000000
2,12245,0.000000
0,12250,0.000000
1,12250,0.000000
2,12250,0.000000
0,12255,0.000000
1,12255,0.000000
2,12255,0.000000
0,12260,0.000000
1,12260,0.000000
2,12260,0.000000
0,12265,0.000000
1,12265,0.000000
2,12265,0.000000
0,12270,0.000000
1,12270,0.000000
2,12270,0.000000
0,12275,0.000000
1,12275,0.000000
2,12275,0.000000
0,12280,0.000000
1,12280,0.000000
2,12280,0.000000
0,12285,0.000000
1,12285,0.000000
2,12285,0.000000
0,12290,0.000000
1,12290,0.000000
2,12290,0.000000
0,12295,0.000000
1,12295,0.000000
2,12295,0.000000
0,12300,0.000000
1,12300,0.000000
2,12300,0.000000
0,12305,0.000000
1,12305,0.000000
2,12305,0.000000
0,12310,0.000000
1,12310,0.000000
2,12310,0.000000
0,12315,0.000000
1,12315,0.000000
2,12315,0.000000
0,12320,0.000000
1,12320,0.000000
2,12320,0.000000
0,12325,0.000000
1,12325,0.000000
2,12325,0.000000
0,12330,0.000000
1,12330,0.000000
2,12330,0.000000
0,12335,0.000000
1,12335,0.000000
2,12335,0.000000
0,12340,0.000000
1,12340,0.000000
2,12340,0.000000
0,12345,0.000000
1,12345,0.000000
2,12345,0.000000
0,12350,0.000000
1,12350,0.000000
2,12350,0.000000
0,12355,0.000000
1,12355,0.000000
2,12355,0.000000
0,12360,0.000000
1,12360,0.000000
2,12360,0.000000
0,12365,0.000000
1,12365,0.000000
2,12365,0.000000
0,12370,0.000000
1,12370,0.000000
2,12370,0.000000
0,12375,0.000000
1,12375,0.000000
2,12375,0.000000
0,12380,0.000000
1,12380,0.000000
2,12380,0.000000
0,12385,0.000000
1,12385,0.000000
2,12385,0.000000
0,12390,0.000000
1,12390,0.000000
2,12390,0.000000
0,12395,0.000000
1,12395,0.000000
2,12395,0.000000
0,12400,0.000000
1,12400,0.000000
2,12400,0.000000
0,12405,0.000000
1,12405,0.000000
2,12405,0.000000
0,12410,0.000000
1,12410,0.000000
2,12410,0.000000
0,12415,0.000000
1,12415,0.000000
2,12415,0.000000
0,12420,0.000000
1,12420,0.000000
2,12420,0.000000
0,12425,0.000000
1,12425,0.000000
2,12425,0.000000
0,12430,0.000000
1,12430,0.000000
2,12430,0.000000
0,12435,0.000000
1,12435,0.000000
2,12435,0.000000
0,12440,0.000000
1,12440,0.000000
2,12440,0.000000
0,12445,0.000000
1,12445,0.000000
2,12445,0.000000
0,12450,0.000000
1,12450,0.000000
2,12450,0.000000
0,12455,0.000000
1,12455,0.000000
2,12455,0.000000
0,12460,0.000000
1,12460,0.000000
2,12460,0.000000
0,12465,0.000000
1,12465,0.000000
2,12465,0.000000
0,12470,0.000000
1,12470,0.000000
2,12470,0.000000
0,12475,0.000000
1,12475,0.000000
2,12475,0.000000
0,12480,0.000000
1,12480,0.000000
2,12480,0.000000
0,12485,0.000000
1,12485,0.000000
2,12485,0.000000
0,12490,0.000000
1,12490,0.000000
2,12490,0.000000
0,12495,0.000000
1,12495,0.000000
2,12495,0.000000
0,12500,0.000000
1,12500,0.000000
2,12500,0.000000
0,12505,0.000000
1,12505,0.000000
2,12505,0.000000
0,12510,0.000000
1,12510,0.000000
2,12510,0.000000
0,12515,0.000000
1,12515,0.000000
2,12515,0.000000
0,12520,0.000000
1,12520,0.000000
2,12520,0.000000
0,12525,0.000000
1,12525,0.000000
2,12525,0.000000
0,12530,0.000000
1,12530,0.000000
2,12530,0.000000
0,12535,0.000000
1,12535,0.000000
2,12535,0.000000
0,12540,0.000000
1,12540,0.000000
2,12540,0.000000
0,12545,0.000000
1,12545,0.000000
2,12545,0.000000
0,12550,0.000000
1,12550,0.000000
2,12550,0.000000
0,12555,0.000000
1,12555,0.000000
2,12555,0.000000
0,12560,0.000000
1,12560,0.000000
2,12560,0.000000
0,12565,0.000000
1,12565,0.000000
2,12565,0.000000
0,12570,0.000000
1,12570,0.000000
2,12570,0.000000
0,12575,0.000000
1,12575,0.000000
2,12575,0.000000
0,12580,0.000000
1,12580,0.000000
2,12580,0.000000
0,12585,0.000000
1,12585,0.000000
2,12585,0.000000
0,12590,0.000000
1,12590,0.000000
2,12590,0.000000
0,12595,0.000000
1,12595,0.000000
2,12595,0.000000
0,12600,0.000000
1,12600,0.000000
2,12600,0.000000
0,12605,0.000000
1,12605,0.000000
2,12605,0.000000
0,12610,0.000000
1,12610,0.000000
2,12610,0.000000
0,12615,0.000000
1,12615,0.000000
2,12615,0.000000
0,12620,0.000000
1,12620,0.000000
2,12620,0.000000
0,12625,0.000000
1,12625,0.000000
2,12625,0.000000
0,12630,0.000000
1,12630,0.000000
2,12630,0.000000
0,12635,0.000000
1,12635,0.000000
2,12635,0.000000
0,12640,0.000000
1,12640,0.000000
2,12640,0.000000
0,12645,0.000000
1,12645,0.000000
2,12645,0.000000
0,12650,0.000000
1,12650,0.000000
2,12650,0.000000
0,12655,0.000000
1,12655,0.000000
2,12655,0.000000
0,12660,0.000000
1,12660,0.000000
2,12660,0.000000
0,12665,0.000000
1,12665,0.000000
2,12665,0.000000
0,12670,0.000000
1,12670,0.000000
2,12670,0.000000
0,12675,0.000000
1,12675,0.000000
2,12675,0.000000
0,12680,0.000000
1,12680,0.000000
2,12680,0.000000
0,12685,0.000000
1,12685,0.000000
2,12685,0.000000
0,12690,0.000000
1,12690,0.000000
2,12690,0.000000
0,12695,0.000000
1,12695,0.000000
2,12695,0.000000
0,12700,0.000000
1,12700,0.000000
2,12700,0.000000
0,12705,0.000000
1,12705,0.000000
2,12705,0.000000
0,12710,0.000000
1,12710,0.000000
2,12710,0.000000
0,12715,0.000000
1,12715,0.000000
2,12715,0.000000
0,12720,0.000000
1,12720,0.000000
2,12720,0.000000
0,12725,0.000000
1,12725,0.000000
2,12725,0.000000
0,12730,0.000000
1,12730,0.000000
2,12730,0.000000
0,12735,0.000000
1,12735,0.000000
2,12735,0.000000
0,12740,0.000000
1,12740,0.000000
2,12740,0.000000
0,12745,0.000000
1,12745,0.000000
2,12745,0.000000
0,12750,0.000000
1,12750,0.000000
2,12750,0.000000
0,12755,0.000000
1,12755,0.000000
2,12755,0.000000
0,12760,0.000000
1,12760,0.000000
2,12760,0.000000
0,12765,0.000000
1,12765,0.000000
2,12765,0.000000
0,12770,0.000000
1,12770,0.000000
2,12770,0.000000
0,12775,0.000000
1,12775,0.000000
2,12775,0.000000
0,12780,0.000000
1,12780,0.000000
2,12780,0.000000
0,12785,0.000000
1,12785,0.000000
2,12785,0.000000
0,12790,0.000000
1,12790,0.000000
2,12790,0.000000
0,12795,0.000000
1,12795,0.000000
2,12795,0.000000
0,12800,0.000000
1,12800,0.000000
2,12800,0.000000
0,12805,0.000000
1,12805,0.000000
2,12805,0.000000
0,12810,0.000000
1,12810,0.000000
2,12810,0.000000
0,12815,0.000000
1,12815,0.000000
2,12815,0.000000
0,12820,0.000000
1,12820,0.000000
2,12820,0.000000
0,12825,0.000000
1,12825,0.000000
2,12825,0.000000
0,12830,0.000000
1,12830,0.000000
2,12830,0.000000
0,12835,0.000000
1,12835,0.000000
2,12835,0.000000
0,12840,0.000000
1,12840,0.000000
2,12840,0.000000
0,12845,0.000000
1,12845,0.000000
2,12845,0.000000
0,12850,0.000000
1,12850,0.000000
2,12850,0.000000
0,12855,0.000000
1,12855,0.000000
2,12855,0.000000
0,12860,0.000000
1,12860,0.000000
2,12860,0.000000
0,12865,0.000000
1,12865,0.000000
2,12865,0.000000
0,12870,0.000000
1,12870,0.000000
2,12870,0.000000
0,12875,0.000000
1,12875,0.000000
2,12875,0.000000
0,12880,0.000000
1,12880,0.000000
2,12880,0.000000
0,12885,0.000000
1,12885,0.000000
2,12885,0.000000
0,12890,0.000000
1,12890,0.000000
2,12890,0.000000
0,12895,0.000000
1,12895,0.000000
2,12895,0.000000
0,12900,0.000000
1,12900,0.000000
2,12900,0.000000
0,12905,0.000000
1,12905,0.000000
2,12905,0.000000
0,12910,0.000000
1,12910,0.000000
2,12910,0.000000
0,12915,0.000000
1,12915,0.000000
2,12915,0.000000
0,12920,0.000000
1,12920,0.000000
2,12920,0.000000
0,12925,0.000000
1,12925,0.000000
2,12925,0.000000
0,12930,0.000000
1,12930,0.000000
2,12930,0.000000
0,12935,0.000000
1,12935,0.000000
2,12935,0.000000
0,12940,0.000000
1,12940,0.000000
2,12940,0.000000
0,12945,0.000000
1,12945,0.000000
2,12945,0.000000
0,12950,0.000000
1,12950,0.000000
2,12950,0.000000
0,12955,0.000000
1,12955,0.000000
2,12955,0.000000
0,12960,0.000000
1,12960,0.000000
2,12960,0.000000
0,12965,0.000000
1,12965,0.000000
2,12965,0.000000
0,12970,0.000000
1,12970,0.000000
2,12970,0.000000
0,12975,0.000000
1,12975,0.000000
2,12975,0.000000
0,12980,0.000000
1,12980,0.000000
2,12980,0.000000
0,12985,0.000000
1,12985,0.000000
2,12985,0.000000
0,12990,0.000000
1,12990,0.000000
2,12990,0.000000
0,12995,0.000000
1,12995,0.000000
2,12995,0.000000
0,13000,0.000000
1,13000,0.000000
2,13000,0.000000
0,13005,0.000000
1,13005,0.000000
2,13005,0.000000
0,13010,0.000000
1,13010,0.000000
2,13010,0.000000
0,13015,0.000000
1,13015,0.000000
2,13015,0.000000
0,13020,0.000000
1,13020,0.000000
2,13020,0.000000
0,13025,0.000000
1,13025,0.000000
2,13025,0.000000
0,13030,0.000000
1,13030,0.000000
2,13030,0.000000
0,13035,0.000000
1,13035,0.000000
2,13035,0.000000
0,13040,0.000000
1,13040,0.000000
2,13040,0.000000
0,13045,0.000000
1,13045,0.000000
2,13045,0.000000
0,13050,0.000000
1,13050,0.000000
2,13050,0.000000
0,13055,0.000000
1,13055,0.000000
2,13055,0.000000
0,13060,0.000000
1,13060,0.000000
2,13060,0.000000
0,13065,0.000000
1,13065,0.000000
2,13065,0.000000
0,13070,0.000000
1,13070,0.000000
2,13070,0.000000
0,13075,0.000000
1,13075,0.000000
2,13075,0.000000
0,13080,0.000000
1,13080,0.000000
2,13080,0.000000
0,13085,0.000000
1,13085,0.000000
2,13085,0.000000
0,13090,0.000000
1,13090,0.000000
2,13090,0.000000
0,13095,0.000000
1,13095,0.000000
2,13095,0.000000
0,13100,0.000000
1,13100,0.000000
2,13100,0.000000
0,13105,0.000000
1,13105,0.000000
2,13105,0.000000
0,13110,0.000000
1,13110,0.000000
2,13110,0.000000
0,13115,0.000000
1,13115,0.000000
2,13115,0.000000
0,13120,0.000000
1,13120,0.000000
2,13120,0.000000
0,13125,0.000000
1,13125,0.000000
2,13125,0.000000
0,13130,0.000000
1,13130,0.000000
2,13130,0.000000
0,13135,0.000000
1,13135,0.000000
2,13135,0.000000
0,13140,0.000000
1,13140,0.000000
2,13140,0.000000
0,13145,0.000000
1,13145,0.000000
2,13145,0.000000
0,13150,0.000000
1,13150,0.000000
2,13150,0.000000
0,13155,0.000000
1,13155,0.000000
2,13155,0.000000
0,13160,0.000000
1,13160,0.000000
2,13160,0.000000
0,13165,0.000000
1,13165,0.000000
2,13165,0.000000
0,13170,0.000000
1,13170,0.000000
2,13170,0.000000
0,13175,0.000000
1,13175,0.000000
2,13175,0.000000
0,13180,0.000000
1,13180,0.000000
2,13180,0.000000
0,13185,0.000000
1,13185,0.000000
2,13185,0.000000
0,13190,0.000000
1,13190,0.000000
2,13190,0.000000
0,13195,0.000000
1,13195,0.000000
2,13195,0.000000
0,13200,0.000000
1,13200,0.000000
2,13200,0.000000
0,13205,0.000000
1,13205,0.000000
2,13205,0.000000
0,13210,0.000000
1,13210,0.000000
2,13210,0.000000
0,13215,0.000000
1,13215,0.000000
2,13215,0.000000
0,13220,0.000000
1,13220,0.000000
2,13220,0.000000
0,13225,0.000000
1,13225,0.000000
2,13225,0.000000
0,13230,0.000000
1,13230,0.000000
2,13230,0.000000
0,13235,0.000000
1,13235,0.000000
2,13235,0.000000
0,13240,0.000000
1,13240,0.000000
2,13240,0.000000
0,13245,0.000000
1,13245,0.000000
2,13245,0.000000
0,13250,0.000000
1,13250,0.000000
2,13250,0.000000
0,13255,0.000000
1,13255,0.000000
2,13255,0.000000
0,13260,0.000000
1,13260,0.000000
2,13260,0.000000
0,13265,0.000000
1,13265,0.000000
2,13265,0.000000
0,13270,0.000000
1,13270,0.000000
2,13270,0.000000
0,13275,0.000000
1,13275,0.000000
2,13275,0.000000
0,13280,0.000000
1,13280,0.000000
2,13280,0.000000
0,13285,0.000000
1,13285,0.000000
2,13285,0.000000
0,13290,0.000000
1,13290,0.000000
2,13290,0.000000
0,13295,0.000000
1,13295,0.000000
2,13295,0.000000
0,13300,0.000000
1,13300,0.000000
2,13300,0.000000
0,13305,0.000000
1,13305,0.000000
2,13305,0.000000
0,13310,0.000000
1,13310,0.000000
2,13310,0.000000
0,13315,0.000000
1,13315,0.000000
2,13315,0.000000
0,13320,0.000000
1,13320,0.000000
2,13320,0.000000
0,13325,0.000000
1,13325,0.000000
2,13325,0.000000
0,13330,0.000000
1,13330,0.000000
2,13330,0.000000
0,13335,0.000000
1,13335,0.000000
2,13335,0.000000
0,13340,0.000000
1,13340,0.000000
2,13340,0.000000
0,13345,0.000000
1,13345,0.000000
2,13345,0.000000
0,13350,0.000000
1,13350,0.000000
2,13350,0.000000
0,13355,0.000000
1,13355,0.000000
2,13355,0.000000
0,13360,0.000000
1,13360,0.000000
2,13360,0.000000
0,13365,0.000000
1,13365,0.000000
2,13365,0.000000
0,13370,0.000000
1,13370,0.000000
2,13370,0.000000
0,13375,0.000000
1,13375,0.000000
2,13375,0.000000
0,13380,0.000000
1,13380,0.000000
2,13380,0.000000
0,13385,0.000000
1,13385,0.000000
2,13385,0.000000
0,13390,0.000000
1,13390,0.000000
2,13390,0.000000
0,13395,0.000000
1,13395,0.000000
2,13395,0.000000
0,13400,0.000000
1,13400,0.000000
2,13400,0.000000
0,13405,0.000000
1,13405,0.000000
2,13405,0.000000
0,13410,0.000000
1,13410,0.000000
2,13410,0.000000
0,13415,0.000000
1,13415,0.000000
2,13415,0.000000
0,13420,0.000000
1,13420,0.000000
2,13420,0.000000
0,13425,0.000000
1,13425,0.000000
2,13425,0.000000
0,13430,0.000000
1,13430,0.000000
2,13430,0.000000
0,13435,0.000000
1,13435,0.000000
2,13435,0.000000
0,13440,0.000000
1,13440,0.000000
2,13440,0.000000
0,13445,0.000000
